locus_tag,gene_name,old_locus_tag,start,end,strand,gene_product,COG,uniprot
SACI_RS00255,nnr,Saci_0057,42224.0,43735.0,+,bifunctional ADP-dependent NAD(P)H-hydrate dehydratase/NAD(P)H-hydrate epimerase,Carbohydrate transport and metabolism,A0A0U2WTV7
SACI_RS00260,bcpB,Saci_0058,43732.0,44193.0,-,peroxiredoxin,"Post-translational modification, protein turnover,and chaperones",A0A0U2Y1V6
SACI_RS00265,ppcA,Saci_0059,44258.0,45793.0,+,phosphoenolpyruvate carboxylase,Carbohydrate transport and metabolism,A0A0U3FGE5
SACI_RS00270,SACI_RS00270,Saci_0060,45790.0,46605.0,+,hypothetical protein,Function unknown,A0A0U3H3P2
SACI_RS00275,meaB,Saci_0061,46630.0,47589.0,-,methylmalonyl Co-A mutase-associated GTPase MeaB,Amino acid transport and metabolism,A0A0U3FP30
SACI_RS00280,scpA,Saci_0062,47573.0,47995.0,-,cobalamin B12-binding domain-containing protein,Lipid transport and metabolism,A0A0U3HC99
SACI_RS00290,SACI_RS00290,Saci_0064,48401.0,48601.0,+,DNA-binding protein,"Translation, ribosomal structure and biogenesis",A0A0U3H459
SACI_RS00295,SACI_RS00295,Saci_0065,48720.0,49055.0,+,hypothetical protein,Function unknown,A0A0U3FGS1
SACI_RS00305,lysS,Saci_0067,49408.0,50886.0,+,lysine--tRNA ligase,"Translation, ribosomal structure and biogenesis",A0A0U3HCX8
SACI_RS00310,SACI_RS00310,Saci_0068,50870.0,51946.0,-,site-2 protease family protein,Cell wall/membrane/envelope biogenesis,A0A0U3F8Q8
SACI_RS00315,SACI_RS00315,Saci_0069,51981.0,52646.0,+,nucleotidyltransferase domain-containing protein,Function unknown,A0A0U3GL87
SACI_RS00320,SACI_RS00320,Saci_0070,52633.0,53166.0,+,DUF1122 family protein,Function unknown,A0A0U2X1H6
SACI_RS00325,SACI_RS00325,Saci_0071,53147.0,54160.0,+,radical SAM protein,Function unknown,A0A0U3H4I9
SACI_RS00330,SACI_RS00330,Saci_0072,54137.0,55165.0,-,mRNA surveillance protein pelota,"Translation, ribosomal structure and biogenesis",A0A0U3GWX2
SACI_RS00335,rimI,Saci_0073,55188.0,55652.0,+,ribosomal protein S18-alanine N-acetyltransferase,Energy production and conversion,A0A0U3HBA2
SACI_RS00340,polB,Saci_0074,55685.0,58033.0,+,DNA polymerase II,"Replication, recombination and repair",A0A0U3FWY9
SACI_RS00345,SACI_RS00345,Saci_0075,58023.0,59261.0,-,DNA primase,"Replication, recombination and repair",A0A0U2NG65
SACI_RS00350,SACI_RS00350,Saci_0076,59271.0,60356.0,-,tyrosine--tRNA ligase,"Translation, ribosomal structure and biogenesis",A0A0U2WTT9
SACI_RS00355,SACI_RS00355,Saci_0077,60401.0,60751.0,-,hypothetical protein,No COG annotation,A0A0U3FP99
SACI_RS00360,SACI_RS00360,Saci_0078,60797.0,61237.0,-,YjbQ family protein,Function unknown,A0A0U3H3J8
SACI_RS00365,SACI_RS00365,Saci_0079,61236.0,62510.0,+,AIR synthase,"Post-translational modification, protein turnover,and chaperones",A0A0U3H3M6
SACI_RS00370,SACI_RS00370,Saci_0080,62537.0,63049.0,+,30S ribosomal protein S13,"Translation, ribosomal structure and biogenesis",A0A0U3FP18
SACI_RS00375,SACI_RS00375,Saci_0081,63067.0,63597.0,+,30S ribosomal protein S4,"Translation, ribosomal structure and biogenesis",A0A0U2NAE0
SACI_RS00380,rpsK,Saci_0082,63581.0,63979.0,+,30S ribosomal protein S11,"Translation, ribosomal structure and biogenesis",A0A0U3HFC3
SACI_RS00385,SACI_RS00385,Saci_0083,63991.0,64785.0,+,DNA-directed RNA polymerase subunit D,Transcription,A0A0U3FGQ5
SACI_RS00390,SACI_RS00390,Saci_0084,64785.0,65141.0,+,50S ribosomal protein L18e,"Translation, ribosomal structure and biogenesis",A0A0U3F8P0
SACI_RS00395,SACI_RS00395,Saci_0085,65138.0,65584.0,+,50S ribosomal protein L13,"Translation, ribosomal structure and biogenesis",A0A0U3FYD7
SACI_RS00400,rpsI,Saci_0086,65581.0,65997.0,+,30S ribosomal protein S9,"Translation, ribosomal structure and biogenesis",A0A0U2X1F8
SACI_RS00405,SACI_RS00405,Saci_0087,66004.0,66204.0,+,DNA-directed RNA polymerase subunit N,Transcription,A0A0U3H4H5
SACI_RS00410,SACI_RS00410,Saci_0088,66214.0,66891.0,+,30S ribosomal protein S2,"Translation, ribosomal structure and biogenesis",A0A0U3HBA1
SACI_RS00415,amrB,Saci_0089,66888.0,67742.0,+,AmmeMemoRadiSam system protein B,Function unknown,A0A0U3GH96
SACI_RS00420,SACI_RS00420,Saci_0090,67735.0,68421.0,+,hypothetical protein,No COG annotation,A0A0U3FWX5
SACI_RS00425,fni,Saci_0091,68396.0,69499.0,+,type 2 isopentenyl-diphosphate Delta-isomerase,Coenzyme transport and metabolism,UPI0009B5A7FC
SACI_RS00430,ispB,Saci_0092,69496.0,70488.0,+,polyprenyl synthetase family protein,Coenzyme transport and metabolism,A0A0U2WTS7
SACI_RS00435,tagO,Saci_0093,70488.0,71474.0,+,UDP-N-acetylglucosamine--dolichyl-phosphate N-acetylglucosaminephosphotransferase,Cell wall/membrane/envelope biogenesis,A0A0U2Y1S9
SACI_RS00440,ppaX,Saci_0094,71474.0,72148.0,+,HAD family phosphatase,Function unknown,A0A0U3H3I2
SACI_RS00455,SACI_RS00455,Saci_0097,72941.0,74701.0,+,cbb3-type cytochrome c oxidase subunit I,Energy production and conversion,A0A0U3HCX6
SACI_RS00460,SACI_RS00460,Saci_0098,74714.0,75799.0,+,hypothetical protein,No COG annotation,A0A0U3FYM5
SACI_RS00465,SACI_RS00465,Saci_0099,75808.0,75993.0,+,hypothetical protein,No COG annotation,A0A0U3GQK2
SACI_RS00470,ycfH_1,Saci_0100,76005.0,76736.0,-,TatD family hydrolase,"Replication, recombination and repair",A0A0U3GU67
SACI_RS00475,SACI_RS00475,Saci_0101,76782.0,76943.0,-,AbrB/MazE/SpoVT family DNA-binding domain-containing protein,Transcription,A0A0U3FP02
SACI_RS11785,SACI_RS11785,,76954.0,77094.0,-,DUF1836 domain-containing protein,No COG annotation,UPI0011BD5F4A
SACI_RS00480,SACI_RS00480,Saci_0102,77181.0,77561.0,+,ArsR family transcriptional regulator,Transcription,A0A0U3HC64
SACI_RS00485,SACI_RS00485,Saci_0103,77583.0,78254.0,-,diphthine--ammonia ligase,Function unknown,A0A0U3HFA7
SACI_RS00490,SACI_RS00490,Saci_0104,78251.0,78718.0,-,hypothetical protein,"Secondary metabolites biosynthesis, transport, and catabolism",A0A0U3FGP0
SACI_RS00495,mobA_1,Saci_0105,78712.0,79299.0,-,molybdenum cofactor guanylyltransferase,Coenzyme transport and metabolism,A0A0U3F8M3
SACI_RS00500,SACI_RS00500,Saci_0106,79274.0,80443.0,-,molybdopterin molybdotransferase MoeA,Coenzyme transport and metabolism,A0A0U3GL55
SACI_RS00505,mobB,Saci_0107,80463.0,80978.0,+,molybdopterin-guanine dinucleotide biosynthesis protein B,Coenzyme transport and metabolism,A0A0U2X1E2
SACI_RS00510,COQ5_1,Saci_0108,81151.0,81846.0,+,class I SAM-dependent methyltransferase,"Secondary metabolites biosynthesis, transport, and catabolism",A0A0U3GMD0
SACI_RS00515,SACI_RS00515,Saci_0109,81827.0,82237.0,-,hypothetical protein,No COG annotation,A0A0U3HB84
SACI_RS00520,SACI_RS00520,Saci_0110,82213.0,82614.0,-,hypothetical protein,No COG annotation,UPI0000552152
SACI_RS00525,SACI_RS00525,Saci_0111,82751.0,83005.0,+,hypothetical protein,No COG annotation,A0A0U3FWV5
SACI_RS00530,mntR,Saci_0112,83009.0,83653.0,+,metal-dependent transcriptional regulator,Transcription,A0A0U2NG24
SACI_RS00535,SACI_RS00535,Saci_0113,83637.0,84857.0,+,DUF4147 domain-containing protein,Carbohydrate transport and metabolism,UPI0002B26A69
SACI_RS00545,SACI_RS00545,Saci_0114,85270.0,86070.0,+,ABC transporter permease,Inorganic ion transport and metabolism,A0A0U2WTR5
SACI_RS00550,SACI_RS00550,Saci_0116,86173.0,86481.0,+,hypothetical protein,No COG annotation,A0A0U2Y1R8
SACI_RS00555,tpiA,Saci_0117,86487.0,87179.0,-,triose-phosphate isomerase,Carbohydrate transport and metabolism,A0A0U3H3G6
SACI_RS00560,SACI_RS00560,Saci_0118,87193.0,87738.0,+,hypothetical protein,Function unknown,A0A0U3H3J1
SACI_RS00565,SACI_RS00565,Saci_0119,87713.0,89284.0,-,cation:proton antiporter,Inorganic ion transport and metabolism,A0A0U3HC48
SACI_RS00570,SACI_RS00570,Saci_0120,89673.0,90632.0,+,esterase,Function unknown,A0A0U2NAC1
SACI_RS00575,SACI_RS00575,Saci_0121,90953.0,91405.0,-,8-oxo-dGTP diphosphatase,"Replication, recombination and repair",A0A0U3GPJ2
SACI_RS00580,fumC,Saci_0122,91411.0,92727.0,-,class II fumarate hydratase,Energy production and conversion,A0A0U3HF92
SACI_RS00585,SACI_RS00585,Saci_0123,92849.0,93445.0,+,MBL fold metallo-hydrolase,Function unknown,A0A0U3FYA5
SACI_RS00590,SACI_RS00590,Saci_0124,93482.0,94768.0,+,glycosyltransferase,Cell wall/membrane/envelope biogenesis,A0A0U2X1C6
SACI_RS00595,SACI_RS00595,Saci_0125,94881.0,97319.0,+,MMPL family transporter,"Replication, recombination and repair",A0A0U3GK54
SACI_RS00600,tmcA_1,Saci_0127,97397.0,99625.0,+,tRNA(Met) cytidine acetyltransferase,"Translation, ribosomal structure and biogenesis",A0A0U2Y9H3
SACI_RS00605,SACI_RS00605,Saci_0128,99663.0,100643.0,+,stage II sporulation protein M,No COG annotation,A0A0U3GMB5
SACI_RS00610,"xth, exoA",Saci_0129,100629.0,101354.0,-,exodeoxyribonuclease III,"Replication, recombination and repair",A0A0U3H4E1
SACI_RS00615,SACI_RS00615,Saci_0130,101617.0,101877.0,+,sulfurtransferase TusA family protein,Function unknown,A0A0U3GWR9
SACI_RS00620,SACI_RS00620,Saci_0131,101944.0,103008.0,-,DUF1641 domain-containing protein,Function unknown,A0A0U2W0H0
SACI_RS00625,SACI_RS00625,Saci_0132,103217.0,103636.0,-,hypothetical protein,No COG annotation,A0A0U3FHY7
SACI_RS00630,SACI_RS00630,Saci_0133,103892.0,104302.0,+,MarR family transcriptional regulator,Transcription,A0A0U2NG11
SACI_RS00635,SACI_RS00635,Saci_0134,104311.0,105249.0,+,NAD-dependent epimerase/dehydratase family protein,Cell wall/membrane/envelope biogenesis,A0A0U2VWM5
SACI_RS00640,SACI_RS00640,Saci_0135,105251.0,106054.0,-,aldo/keto reductase,Function unknown,A0A0U3FP48
SACI_RS00645,lpdV,Saci_0136,106051.0,107295.0,-,NAD(P)/FAD-dependent oxidoreductase,Energy production and conversion,A0A0U3FG68
SACI_RS00650,"thiC, bzaF",Saci_0137,107432.0,108718.0,+,phosphomethylpyrimidine synthase ThiC,Coenzyme transport and metabolism,A0A0U2Y1Q4
SACI_RS00655,SACI_RS00655,Saci_0138,108774.0,109628.0,+,translation elongation factor,"Translation, ribosomal structure and biogenesis",A0A0U3H3F0
SACI_RS00660,SACI_RS00660,,109767.0,110435.0,+,prepilin peptidase,Cell motility,UPI0009B5AD12
SACI_RS00665,SACI_RS00665,Saci_0140,110503.0,111342.0,+,DUF973 family protein,No COG annotation,A0A0U3FNX1
SACI_RS00670,SACI_RS00670,Saci_0141,111332.0,112000.0,-,creatininase family protein,Coenzyme transport and metabolism,A0A0U3GPI0
SACI_RS00675,SACI_RS00675,,112370.0,113017.0,-,hypothetical protein,Inorganic ion transport and metabolism,A0A0U2W555
SACI_RS00680,SACI_RS00680,,113025.0,113624.0,-,citrate transporter,Inorganic ion transport and metabolism,M1IME1
SACI_RS00685,SACI_RS00685,Saci_0144,113681.0,114820.0,+,MFS transporter,Amino acid transport and metabolism,A0A0U3FGK7
SACI_RS00690,SACI_RS00690,Saci_0145,114813.0,115748.0,-,acyl-CoA thioesterase,Lipid transport and metabolism,UPI0000552171
SACI_RS00695,SACI_RS00695,Saci_0146,115735.0,116127.0,-,hypothetical protein,No COG annotation,A0A0U3GL29
SACI_RS00700,SACI_RS00700,Saci_0147,116128.0,117948.0,-,ATP-binding protein,"Replication, recombination and repair",A0A0U3HB51
SACI_RS00705,SACI_RS00705,Saci_0148,117938.0,119026.0,-,DNA double-strand break repair nuclease NurA,Function unknown,A0A0U3HB39
SACI_RS00710,npr,Saci_0149,119093.0,120415.0,-,FAD-dependent oxidoreductase,Inorganic ion transport and metabolism,A0A0U2WWR4
SACI_RS11970,SACI_RS11970,Saci_0150,120774.0,121208.0,+,hypothetical protein,No COG annotation,A0A0U3FWS9
SACI_RS00720,SACI_RS00720,Saci_0151,121201.0,122121.0,+,bifunctional phosphoglucose/phosphomannose isomerase,Carbohydrate transport and metabolism,A0A0U3GH45
SACI_RS00725,cysS,Saci_0152,122124.0,123533.0,+,cysteine--tRNA ligase,"Translation, ribosomal structure and biogenesis",A0A0U3HMN3
SACI_RS00730,rppH,Saci_0153,123514.0,123954.0,-,NUDIX hydrolase,"Replication, recombination and repair",A0A0U3FPU3
SACI_RS00735,SACI_RS00735,Saci_0154,124051.0,125265.0,+,hypothetical protein,No COG annotation,A0A0U3GWY5
SACI_RS00740,gdhA,Saci_0155,125386.0,126657.0,+,Glu/Leu/Phe/Val dehydrogenase,Amino acid transport and metabolism,A0A0U2Y1N7
SACI_RS00745,SACI_RS00745,Saci_0156,126658.0,126939.0,-,DUF131 domain-containing protein,Function unknown,A0A0U3GU18
SACI_RS00750,recF,Saci_0157,126944.0,128431.0,-,AAA family ATPase,Function unknown,A0A0U3H3G4
SACI_RS00755,fabG_1,Saci_0158,128542.0,129330.0,-,SDR family oxidoreductase,Lipid transport and metabolism,UPI000055217E
SACI_RS00760,udg,Saci_0159,129299.0,129940.0,-,uracil-DNA glycosylase,"Replication, recombination and repair",A0A0U3HC18
SACI_RS00765,SACI_RS00765,Saci_0160,130142.0,130450.0,+,hypothetical protein,No COG annotation,A0A0U2NAA2
SACI_RS00770,SACI_RS00770,Saci_0161,130496.0,130894.0,-,metal-dependent transcriptional regulator,Transcription,A0A0U3HF49
SACI_RS00775,dapA,Saci_0162,130936.0,131793.0,+,dihydrodipicolinate synthase family protein,Amino acid transport and metabolism,A0A0U3FGJ3
SACI_RS00780,SACI_RS00780,Saci_0164,131846.0,132274.0,-,winged helix-turn-helix transcriptional regulator,Transcription,A0A0U3F8I0
SACI_RS00785,SACI_RS00785,Saci_0165,132333.0,135161.0,-,hypothetical protein,No COG annotation,A0A0U3GL06
SACI_RS00790,rocA1,Saci_0166,135347.0,136912.0,+,aldehyde dehydrogenase family protein,Energy production and conversion,A0A0U2Y9D9
SACI_RS00795,SACI_RS00795,Saci_0167,136962.0,137603.0,-,hypothetical protein,No COG annotation,A0A0U3HB35
SACI_RS00800,yccU,Saci_0168,137735.0,138160.0,-,CoA-binding protein,Function unknown,A0A0U3HB23
SACI_RS00805,SACI_RS00805,Saci_0169,138313.0,138495.0,+,hypothetical protein,No COG annotation,A0A0U3GH30
SACI_RS00815,SACI_RS00815,Saci_0171,138856.0,139191.0,-,transcription factor S,Transcription,A0A0U2NFY8
SACI_RS00820,SACI_RS00820,Saci_0172,139218.0,139466.0,-,hypothetical protein,No COG annotation,A0A0U3HML8
SACI_RS00825,SACI_RS00825,Saci_0173,139463.0,139735.0,-,DNA-directed RNA polymerase subunit L,Transcription,A0A0U3FP06
SACI_RS00830,SACI_RS00830,Saci_0174,139725.0,140291.0,-,exosome complex RNA-binding protein Csl4,"Translation, ribosomal structure and biogenesis",A0A0U3FG21
SACI_RS00835,dph2,Saci_0175,140298.0,141302.0,-,diphthamide biosynthesis enzyme Dph2,"Translation, ribosomal structure and biogenesis",A0A0U3GU07
SACI_RS00840,SACI_RS00840,Saci_0176,141299.0,141829.0,-,50S ribosomal protein L16,"Translation, ribosomal structure and biogenesis",A0A0U3GV37
SACI_RS00845,SACI_RS00845,,141860.0,142120.0,-,hypothetical protein,No COG annotation,A0A0U3FNU1
SACI_RS00850,SACI_RS00850,Saci_0177,142098.0,143135.0,-,hypothetical protein,"Replication, recombination and repair",A0A0U2NA94
SACI_RS00855,SACI_RS00855,Saci_0178,143120.0,144070.0,-,flippase-like domain-containing protein,Function unknown,A0A0U3GPE9
SACI_RS00860,ttuC,Saci_0179,144039.0,144911.0,-,HesA/MoeB/ThiF family protein,Coenzyme transport and metabolism,A0A0U3H5U9
SACI_RS00865,aptA,Saci_0180,144979.0,145794.0,+,transketolase,Carbohydrate transport and metabolism,A0A0U3FGH7
SACI_RS00870,aptB,Saci_0181,145763.0,146704.0,+,transketolase family protein,Carbohydrate transport and metabolism,A0A0U3F8G1
SACI_RS00875,tyrA,Saci_0182,146701.0,147726.0,+,chorismate mutase,Amino acid transport and metabolism,A0A0U3GKY7
SACI_RS00880,aroF,Saci_0183,147730.0,148722.0,+,3-deoxy-7-phosphoheptulonate synthase,Amino acid transport and metabolism,A0A0U3GM68
SACI_RS00885,aroB_1,Saci_0184,148719.0,149780.0,+,3-dehydroquinate synthase,Amino acid transport and metabolism,A0A0U3HB20
SACI_RS00890,aroE,Saci_0185,149768.0,150559.0,+,shikimate dehydrogenase,Amino acid transport and metabolism,A0A0U3HB10
SACI_RS00895,aroC,Saci_0186,150537.0,151712.0,+,chorismate synthase,Amino acid transport and metabolism,A0A0U3FWQ1
SACI_RS00900,thrB_1,Saci_0187,151685.0,152470.0,+,shikimate kinase,Amino acid transport and metabolism,A0A0U3GH14
SACI_RS00905,aroA,Saci_0188,152482.0,153684.0,+,3-phosphoshikimate 1-carboxyvinyltransferase,Amino acid transport and metabolism,UPI0009B5D3C7
SACI_RS00910,aroD,Saci_0189,153665.0,154324.0,+,type I 3-dehydroquinate dehydratase,Amino acid transport and metabolism,A0A0U3FPR1
SACI_RS00915,SACI_RS00915,Saci_0190,154288.0,154590.0,-,Rieske (2Fe-2S) protein,Inorganic ion transport and metabolism,A0A0U3FG13
SACI_RS00920,SACI_RS00920,Saci_0191,154751.0,155041.0,+,hypothetical protein,No COG annotation,A0A0U3GTZ2
SACI_RS00925,dinG,Saci_0192,155041.0,156696.0,+,ATP-dependent DNA helicase,"Replication, recombination and repair",A0A0U3H3A2
SACI_RS00930,SACI_RS00930,Saci_0193,156693.0,157496.0,+,thioredoxin family protein,"Post-translational modification, protein turnover,and chaperones",A0A0U3HBY5
SACI_RS00935,SACI_RS00935,Saci_0194,157512.0,157739.0,+,hypothetical protein,"Post-translational modification, protein turnover,and chaperones",F2Z601
SACI_RS00940,sodA,Saci_0195,157840.0,158475.0,+,superoxide dismutase,Inorganic ion transport and metabolism,A0A0U3FNS6
SACI_RS00945,cugP_1,Saci_0196,158508.0,159587.0,+,NDP-sugar synthase,Cell wall/membrane/envelope biogenesis,A0A0U2NA86
SACI_RS00950,SACI_RS00950,,159625.0,160275.0,+,hypothetical protein,No COG annotation,A0A0U2W518
SACI_RS00955,SACI_RS00955,Saci_0198,160314.0,162212.0,+,thioredoxin domain-containing protein,"Post-translational modification, protein turnover,and chaperones",A0A0U3FY45
SACI_RS00960,fabG_2,Saci_0199,162209.0,162913.0,+,SDR family oxidoreductase,Lipid transport and metabolism,A0A0U2X148
SACI_RS00965,nucS,Saci_0200,162967.0,163719.0,+,endonuclease NucS,"Replication, recombination and repair",A0A0U2Y9A9
SACI_RS00970,SACI_RS00970,Saci_0201,163640.0,164668.0,+,glycosyltransferase family 2 protein,Cell wall/membrane/envelope biogenesis,A0A0U3GM53
SACI_RS00975,SACI_RS00975,Saci_0202,164665.0,165033.0,+,hypothetical protein,No COG annotation,A0A0U3H478
SACI_RS00980,SACI_RS00980,Saci_0203,165123.0,165578.0,-,hypothetical protein,No COG annotation,A0A0U3FWP0
SACI_RS00985,soj,Saci_0204,165575.0,166237.0,-,ParA family protein,"Cell cycle control, cell division, chromosome partitioning",A0A0U2NFX3
SACI_RS00990,lutA,Saci_0205,166310.0,167272.0,-,(Fe-S)-binding protein,Energy production and conversion,A0A0U2VWD5
SACI_RS00995,SACI_RS00995,Saci_0206,167263.0,168642.0,-,FAD-binding protein,Energy production and conversion,A0A0U3FNW7
SACI_RS01000,SACI_RS01000,Saci_0207,168792.0,169754.0,+,FAD-binding oxidoreductase,Energy production and conversion,A0A0U3FFZ8
SACI_RS01005,SACI_RS01005,Saci_0208,169751.0,170665.0,-,2-oxoacid ferredoxin oxidoreductase subunit beta,Energy production and conversion,A0A0U2Y1J0
