locus_tag	gene_name	old_locus_tag	prokka_locus_tag	synonyms	start	end	strand	gene_product	gene_product_prokka	COG	uniprot	accession	operon
SACI_RS00140	Saci_0030	Saci_0030	Sacid_00029		21085	21975	+	methyltransferase domain-containing protein	hypothetical protein	Translation, ribosomal structure and biogenesis	A0A0U2X1J8	NC_007181.1	Op11
SACI_RS11510	Saci_0031	Saci_0031	Sacid_00030		21901	22383	-	DUF371 domain-containing protein	hypothetical protein	Function Unknown	A0A0U3H4L1	NC_007181.1	Op12
SACI_RS00145	Saci_0032	Saci_0032	Sacid_00031		22370	22651	-	YhbY family RNA-binding protein	hypothetical protein	Translation, ribosomal structure and biogenesis	UPI0002B2998B	NC_007181.1	Op12
SACI_RS11515	rnp4	Saci_0033			22557	22913	-	ribonuclease P protein component 4		Translation, ribosomal structure and biogenesis	UPI0000552112	NC_007181.1	Op13
SACI_RS00150	Saci_0034	Saci_0034	Sacid_00032		22932	23591	+	16S rRNA methyltransferase	hypothetical protein	Translation, ribosomal structure and biogenesis	UPI0000552113	NC_007181.1	Op14
SACI_RS00155	Saci_0035	Saci_0035	Sacid_00033		23574	24155	-	hypothetical protein	hypothetical protein	Function Unknown	A0A0U3GX03	NC_007181.1	Op15
SACI_RS00160	Saci_0037	Saci_0037	Sacid_00035		24505	25560	-	hypothetical protein	hypothetical protein	Amino acid transport and metabolism	A0A0U3HBD1	NC_007181.1	Op16
SACI_RS00165	mqnD	Saci_0038	Sacid_00036		25618	26484	-	ABC transporter substrate-binding protein	1,4-dihydroxy-6-naphtoate synthase	General Function Prediction Only	A0A0U3FX22	NC_007181.1	Op17
SACI_RS00170	Saci_0039	Saci_0039	Sacid_00037		26513	27022	+	DUF84 family protein	Inosine/xanthosine triphosphatase	Nucleotide transport and metabolism	A0A0U2NGA1	NC_007181.1	Op18
SACI_RS00175	Saci_0040	Saci_0040	Sacid_00038		27019	27600	-	hypothetical protein	hypothetical protein	Function Unknown	A0A0U3HMY4	NC_007181.1	Op19
SACI_RS00180	trxA	Saci_0041	Sacid_00039		27676	28014	-	thioredoxin	Thioredoxin	Posttranslational modification, protein turnover, chaperones	A0A0U2Y1X2	NC_007181.1	Op20
SACI_RS00185	dtdA	Saci_0042	Sacid_00040		28098	28811	+	D-aminoacyl-tRNA deacylase	hypothetical protein	Translation, ribosomal structure and biogenesis	A0A0U3FGG2	NC_007181.1	Op21
SACI_RS00190	pspB	Saci_0043	Sacid_00041		28791	29417	-	histidine phosphatase family protein	Putative phosphoserine phosphatase 2	General Function Prediction Only	A0A0U3H3Q3	NC_007181.1	Op22
SACI_RS00195	IMPDH_1	Saci_0044	Sacid_00042		29614	30108	+	CBS domain-containing protein	Inosine-5'-monophosphate dehydrogenase	Function Unknown	A0A0U3GVE4	NC_007181.1	Op23
SACI_RS00200	Saci_0045	Saci_0045	Sacid_00043		30140	30481	+	hypothetical protein	hypothetical protein	Function Unknown	A0A0U2NAF9	NC_007181.1	Op23
SACI_RS00205	clsN	Saci_0046	Sacid_00044		30432	32177	-	Coalesin	hypothetical protein	Replication, recombination and repair	A0A0U3HFF5	NC_007181.1	Op24
SACI_RS00210	rihA_1	Saci_0047	Sacid_00045		32386	33312	+	nucleoside hydrolase	Pyrimidine-specific ribonucleoside hydrolase RihA	Nucleotide transport and metabolism	A0A0U3GPP9	NC_007181.1	Op25
SACI_RS00215	Saci_0048	Saci_0048	Sacid_00046		33275	33697	-	transcriptional repressor	hypothetical protein	Inorganic ion transport and metabolism	A0A0U2W5E0	NC_007181.1	Op26
SACI_RS00220	Saci_0049	Saci_0049	Sacid_00047		34242	34703	+	hypothetical protein	hypothetical protein	Function Unknown	A0A0U3GLA1	NC_007181.1	Op27
SACI_RS00225	nurA	Saci_0050	Sacid_00048	p39	34784	35782	-	DNA double-strand break repair nuclease NurA	hypothetical protein	Replication, recombination and repair	A0A0U2X1I6	NC_007181.1	Op28
SACI_RS00230	rad50	Saci_0051	Sacid_00049	smc_1	35772	38432	-	DNA double-strand break repair Rad50 ATPase (AAA family ATPase)	Chromosome partition protein Smc	Replication, recombination and repair	A0A0U3H4J7	NC_007181.1	Op28
SACI_RS00235	mre11	Saci_0052	Sacid_00050	cpdA	38429	39577	-	exonuclease SbcCD subunit D, mre11 repair nuclease	3',5'-cyclic adenosine monophosphate phosphodiesterase CpdA	Replication, recombination and repair	A0A0U3HBD0	NC_007181.1	Op28
SACI_RS00240	herA	Saci_0053	Sacid_00051	herA_1, P4	39583	41070	-	DNA double-strand break repair helicase HerA	hypothetical protein	Replication, recombination and repair	A0A0U3GHC8	NC_007181.1	Op28
SACI_RS00245	Saci_0054	Saci_0054	Sacid_00052		41173	41547	-	hypothetical protein	hypothetical protein	Function Unknown	A0A0U3FX00	NC_007181.1	Op29
SACI_RS00250	Saci_0055	Saci_0055	Sacid_00053		41687	42094	-	hypothetical protein	hypothetical protein	Function Unknown	A0A0U3FQ04	NC_007181.1	Op30
SACI_RS00255	nnr	Saci_0057	Sacid_00054		42224	43735	+	bifunctional ADP-dependent NAD(P)H-hydrate dehydratase/NAD(P)H-hydrate epimerase	Bifunctional NAD(P)H-hydrate repair enzyme Nnr	Carbohydrate transport and metabolism	A0A0U2WTV7	NC_007181.1	Op31
SACI_RS00260	bcpB	Saci_0058	Sacid_00055		43732	44193	-	peroxiredoxin	Putative peroxiredoxin	Posttranslational modification, protein turnover, chaperones	A0A0U2Y1V6	NC_007181.1	Op32
SACI_RS00265	ppcA	Saci_0059	Sacid_00056	pepC	44258	45793	+	phosphoenolpyruvate carboxylase	Phosphoenolpyruvate carboxylase	Carbohydrate transport and metabolism	A0A0U3FGE5	NC_007181.1	Op33
SACI_RS00270	Saci_0060	Saci_0060	Sacid_00057		45790	46605	+	hypothetical protein	hypothetical protein	General Function Prediction Only	A0A0U3H3P2	NC_007181.1	Op33
SACI_RS00275	meaB	Saci_0061	Sacid_00058		46630	47589	-	Lysine arginine ornithine transport system kinase, methylmalonyl Co-A mutase-associated GTPase MeaB	putative GTPase	Amino acid transport and metabolism	A0A0U3FP30	NC_007181.1	Op34
SACI_RS00280	mcmB	Saci_0062	Sacid_00059	scpA	47573	47995	-	Methylmalonyl-CoA mutase subunit beta (E8 beta)	Methylmalonyl-CoA mutase	Lipid transport and metabolism	A0A0U3HC99	NC_007181.1	Op34
SACI_RS00290	sac7d	Saci_0064	Sacid_00061		48401	48601	+	DNA-binding protein Sul7d	hypothetical protein	Replication, recombination and repair	A0A0U3H459	NC_007181.1	Op35
SACI_RS00295	Saci_0065	Saci_0065	Sacid_00062		48720	49055	+	hypothetical protein	hypothetical protein	General Function Prediction Only	A0A0U3FGS1	NC_007181.1	Op36
SACI_RS00305	lysS	Saci_0067	Sacid_00063		49408	50886	+	lysine--tRNA ligase	Lysine--tRNA ligase	Translation, ribosomal structure and biogenesis	A0A0U3HCX8	NC_007181.1	Op37
SACI_RS00310	Saci_0068	Saci_0068	Sacid_00064		50870	51946	-	site-2 protease family protein	hypothetical protein	Cell wall/membrane/envelope biogenesis	A0A0U3F8Q8	NC_007181.1	Op38
SACI_RS00315	Saci_0069	Saci_0069	Sacid_00065		51981	52646	+	nucleotidyltransferase domain-containing protein	hypothetical protein	General Function Prediction Only	A0A0U3GL87	NC_007181.1	Op39
SACI_RS00320	Saci_0070	Saci_0070	Sacid_00066		52633	53166	+	DUF1122 family protein	hypothetical protein	Function Unknown	A0A0U2X1H6	NC_007181.1	Op39
SACI_RS00325	Saci_0071	Saci_0071	Sacid_00067		53147	54160	+	radical SAM protein	hypothetical protein	General Function Prediction Only	A0A0U3H4I9	NC_007181.1	Op39
SACI_RS00330	pelA	Saci_0072	Sacid_00068		54137	55165	-	mRNA surveillance protein pelota homolog	hypothetical protein	General Function Prediction Only	A0A0U3GWX2	NC_007181.1	Op40
SACI_RS00335	rimI	Saci_0073	Sacid_00069		55188	55652	+	ribosomal protein S18-alanine N-acetyltransferase	hypothetical protein	General Function Prediction Only	A0A0U3HBA2	NC_007181.1	Op41
SACI_RS00340	dpo3	Saci_0074	Sacid_00070	polB	55685	58033	+	DNA polymerase III	DNA polymerase II	Replication, recombination and repair	A0A0U3FWY9	NC_007181.1	Op41
SACI_RS00345	dnaG	Saci_0075	Sacid_00071		58023	59261	-	DNA primase DnaG	hypothetical protein	Replication, recombination and repair	A0A0U2NG65	NC_007181.1	Op42
SACI_RS00350	tyrS	Saci_0076	Sacid_00072		59271	60356	-	tyrosine--tRNA ligase	hypothetical protein	Translation, ribosomal structure and biogenesis	A0A0U2WTT9	NC_007181.1	Op42
SACI_RS00355	Saci_0077	Saci_0077	Sacid_00073		60401	60751	-	hypothetical protein	hypothetical protein	Function Unknown	A0A0U3FP99	NC_007181.1	Op43
SACI_RS00360	Saci_0078	Saci_0078	Sacid_00074		60797	61237	-	YjbQ family protein	hypothetical protein	Function Unknown	A0A0U3H3J8	NC_007181.1	Op44
SACI_RS00365	Saci_0079	Saci_0079	Sacid_00075		61236	62510	+	AIR synthase	hypothetical protein	Posttranslational modification, protein turnover, chaperones	A0A0U3H3M6	NC_007181.1	Op45
SACI_RS00370	rps13	Saci_0080	Sacid_00076		62537	63049	+	30S ribosomal protein S13	hypothetical protein	Translation, ribosomal structure and biogenesis	A0A0U3FP18	NC_007181.1	Op45
SACI_RS00375	rps4	Saci_0081	Sacid_00077		63067	63597	+	30S ribosomal protein S4	hypothetical protein	Translation, ribosomal structure and biogenesis	A0A0U2NAE0	NC_007181.1	Op45
SACI_RS00380	rps11	Saci_0082	Sacid_00078	rpsK	63581	63979	+	30S ribosomal protein S11	30S ribosomal protein S11	Translation, ribosomal structure and biogenesis	A0A0U3HFC3	NC_007181.1	Op45
SACI_RS00385	rpoD	Saci_0083	Sacid_00079		63991	64785	+	DNA-directed RNA polymerase subunit D	hypothetical protein	Transcription	A0A0U3FGQ5	NC_007181.1	Op45
SACI_RS00390	rpl18e	Saci_0084	Sacid_00080		64785	65141	+	50S ribosomal protein L18e	hypothetical protein	Translation, ribosomal structure and biogenesis	A0A0U3F8P0	NC_007181.1	Op45
SACI_RS00395	rpl13	Saci_0085	Sacid_00081		65138	65584	+	50S ribosomal protein L13	hypothetical protein	Translation, ribosomal structure and biogenesis	A0A0U3FYD7	NC_007181.1	Op45
SACI_RS00400	rps9	Saci_0086	Sacid_00082	rpsI	65581	65997	+	30S ribosomal protein S9	30S ribosomal protein S9	Translation, ribosomal structure and biogenesis	A0A0U2X1F8	NC_007181.1	Op45
SACI_RS00405	rpoN	Saci_0087	Sacid_00083		66004	66204	+	DNA-directed RNA polymerase subunit N	hypothetical protein	Transcription	A0A0U3H4H5	NC_007181.1	Op45
SACI_RS00410	rps2	Saci_0088	Sacid_00084	nbp1	66214	66891	+	30S ribosomal protein S2	hypothetical protein	Translation, ribosomal structure and biogenesis	A0A0U3HBA1	NC_007181.1	Op45
SACI_RS00415	amrB	Saci_0089	Sacid_00085		66888	67742	+	AmmeMemoRadiSam system protein B (MEMO1 family protein)	hypothetical protein	General Function Prediction Only	A0A0U3GH96	NC_007181.1	Op45
SACI_RS00420	Saci_0090	Saci_0090	Sacid_00086		67735	68421	+	hypothetical protein	hypothetical protein	Function Unknown	A0A0U3FWX5	NC_007181.1	Op45
SACI_RS00425	fni	Saci_0091	Sacid_00087		68396	69499	+	type 2 isopentenyl-diphosphate Delta-isomerase	Isopentenyl-diphosphate delta-isomerase	Coenzyme transport and metabolism	UPI0009B5A7FC	NC_007181.1	Op46
SACI_RS00430	gds	Saci_0092	Sacid_00088	ispB	69496	70488	+	polyprenyl synthetase family protein, Geranylgeranyl diphosphate synthase	Octaprenyl diphosphate synthase	Coenzyme transport and metabolism	A0A0U2WTS7	NC_007181.1	Op46
SACI_RS00435	gnpTA	Saci_0093	Sacid_00089	tagO	70488	71474	+	UDP-N-acetylglucosamine--dolichyl-phosphate N-acetylglucosaminephosphotransferase	putative undecaprenyl-phosphate N-acetylglucosaminyl 1-phosphate transferase	Cell wall/membrane/envelope biogenesis	A0A0U2Y1S9	NC_007181.1	Op46
SACI_RS00440	ppaX	Saci_0094	Sacid_00090		71474	72148	+	HAD family phosphatase	Pyrophosphatase PpaX	General Function Prediction Only	A0A0U3H3I2	NC_007181.1	Op46
SACI_RS00455	doxB	Saci_0097	Sacid_00092		72941	74701	+	cbb3-type cytochrome c oxidase subunit I (DoxBCE complex component)	hypothetical protein	Energy production and conversion	A0A0U3HCX6	NC_007181.1	Op47
SACI_RS00460	doxC	Saci_0098	Sacid_00093		74714	75799	+	DoxBCE complex component	hypothetical protein	Energy production and conversion	A0A0U3FYM5	NC_007181.1	Op47
SACI_RS00465	doxE	Saci_0099	Sacid_00094		75808	75993	+	DoxBCE complex component	hypothetical protein	Energy production and conversion	A0A0U3GQK2	NC_007181.1	Op47
SACI_RS00470	ycfH_1	Saci_0100	Sacid_00095		76005	76736	-	TatD family hydrolase	putative metal-dependent hydrolase YcfH	Replication, recombination and repair	A0A0U3GU67	NC_007181.1	Op48
SACI_RS00475	Saci_0101	Saci_0101	Sacid_00096		76782	76943	-	AbrB/MazE/SpoVT family DNA-binding domain-containing protein	hypothetical protein	Transcription	A0A0U3FP02	NC_007181.1	Op49
SACI_RS11785	SACI_RS11785				76954	77094	-	DUF1836 domain-containing protein		No arCOG annotation	UPI0011BD5F4A	NC_007181.1	Op49
SACI_RS00480	sta1	Saci_0102	Sacid_00097		77181	77561	+	ArsR family transcriptional regulator	hypothetical protein	Transcription	A0A0U3HC64	NC_007181.1	Op50
SACI_RS00485	Saci_0103	Saci_0103	Sacid_00098		77583	78254	-	diphthine--ammonia ligase	hypothetical protein	General Function Prediction Only	A0A0U3HFA7	NC_007181.1	Op51
SACI_RS00490	Saci_0104	Saci_0104	Sacid_00099		78251	78718	-	hypothetical protein	hypothetical protein	Secondary metabolites biosynthesis, transport and catabolism	A0A0U3FGP0	NC_007181.1	Op51
SACI_RS00495	mobA_1	Saci_0105	Sacid_00100		78712	79299	-	molybdenum cofactor guanylyltransferase	putative molybdenum cofactor guanylyltransferase	Coenzyme transport and metabolism	A0A0U3F8M3	NC_007181.1	Op51
SACI_RS00500	Saci_0106	Saci_0106	Sacid_00101		79274	80443	-	molybdopterin molybdotransferase MoeA	hypothetical protein	Coenzyme transport and metabolism	A0A0U3GL55	NC_007181.1	Op52
SACI_RS00505	mobB	Saci_0107	Sacid_00102		80463	80978	+	molybdopterin-guanine dinucleotide biosynthesis protein B	hypothetical protein	Coenzyme transport and metabolism	A0A0U2X1E2	NC_007181.1	Op53
SACI_RS00510	COQ5_1	Saci_0108	Sacid_00103		81151	81846	+	class I SAM-dependent methyltransferase	2-methoxy-6-polyprenyl-1,4-benzoquinol methylase, mitochondrial	Secondary metabolites biosynthesis, transport and catabolism	A0A0U3GMD0	NC_007181.1	Op54
SACI_RS00515	Saci_0109	Saci_0109	Sacid_00104		81827	82237	-	hypothetical protein	hypothetical protein	Function Unknown	A0A0U3HB84	NC_007181.1	Op55
SACI_RS00520	Saci_0110	Saci_0110	Sacid_00105		82213	82614	-	hypothetical protein	hypothetical protein	Function Unknown	UPI0000552152	NC_007181.1	Op56
SACI_RS00525	Saci_0111	Saci_0111	Sacid_00106		82751	83005	+	hypothetical protein	hypothetical protein	Function Unknown	A0A0U3FWV5	NC_007181.1	Op57
SACI_RS00530	mntR	Saci_0112	Sacid_00107		83009	83653	+	metal-dependent transcriptional regulator	HTH-type transcriptional regulator MntR	Transcription	A0A0U2NG24	NC_007181.1	Op57
SACI_RS00535	Saci_0113	Saci_0113	Sacid_00108		83637	84857	+	DUF4147 domain-containing protein	D-glycerate 2-kinase	Carbohydrate transport and metabolism	UPI0002B26A69	NC_007181.1	Op57
SACI_RS00545	Saci_0114	Saci_0114	Sacid_00110		85270	86070	+	ABC transporter permease	hypothetical protein	Posttranslational modification, protein turnover, chaperones	A0A0U2WTR5	NC_007181.1	Op58
SACI_RS00550	Saci_0116	Saci_0116	Sacid_00111		86173	86481	+	hypothetical protein	hypothetical protein	Function Unknown	A0A0U2Y1R8	NC_007181.1	Op59
SACI_RS00555	tpiA	Saci_0117	Sacid_00112		86487	87179	-	triose-phosphate isomerase	Triosephosphate isomerase	Carbohydrate transport and metabolism	A0A0U3H3G6	NC_007181.1	Op60
SACI_RS00560	Saci_0118	Saci_0118	Sacid_00113		87193	87738	+	hypothetical protein	hypothetical protein	General Function Prediction Only	A0A0U3H3J1	NC_007181.1	Op61
SACI_RS00565	Saci_0119	Saci_0119	Sacid_00114		87713	89284	-	cation:proton antiporter	hypothetical protein	Inorganic ion transport and metabolism	A0A0U3HC48	NC_007181.1	Op62
SACI_RS00570	Saci_0120	Saci_0120	Sacid_00115		89673	90632	+	esterase	hypothetical protein	Inorganic ion transport and metabolism	A0A0U2NAC1	NC_007181.1	Op63
SACI_RS00575	Saci_0121	Saci_0121	Sacid_00117		90953	91405	-	8-oxo-dGTP diphosphatase	hypothetical protein	Replication, recombination and repair	A0A0U3GPJ2	NC_007181.1	Op64
SACI_RS00580	fumC	Saci_0122	Sacid_00118		91411	92727	-	class II fumarate hydratase	Fumarate hydratase class II	Energy production and conversion	A0A0U3HF92	NC_007181.1	Op64
SACI_RS00585	Saci_0123	Saci_0123	Sacid_00119		92849	93445	+	MBL fold metallo-hydrolase	putative protein	General Function Prediction Only	A0A0U3FYA5	NC_007181.1	Op65
SACI_RS00590	Saci_0124	Saci_0124	Sacid_00120		93482	94768	+	glycosyltransferase	hypothetical protein	Cell wall/membrane/envelope biogenesis	A0A0U2X1C6	NC_007181.1	Op65
SACI_RS00595	Saci_0125	Saci_0125	Sacid_00121		94881	97319	+	MMPL family transporter	hypothetical protein	General Function Prediction Only	A0A0U3GK54	NC_007181.1	Op66
SACI_RS00600	tmcA_1	Saci_0127	Sacid_00122		97397	99625	+	tRNA(Met) cytidine acetyltransferase	tRNA(Met) cytidine acetyltransferase TmcA	General Function Prediction Only	A0A0U2Y9H3	NC_007181.1	Op67
SACI_RS00605	Saci_0128	Saci_0128	Sacid_00123		99663	100643	+	stage II sporulation protein M	hypothetical protein	General Function Prediction Only	A0A0U3GMB5	NC_007181.1	Op67
SACI_RS00610	exoA	Saci_0129	Sacid_00124	xth	100629	101354	-	exodeoxyribonuclease III	Exodeoxyribonuclease	Replication, recombination and repair	A0A0U3H4E1	NC_007181.1	Op68
SACI_RS00615	Saci_0130	Saci_0130	Sacid_00125		101617	101877	+	sulfurtransferase TusA family protein	hypothetical protein	Posttranslational modification, protein turnover, chaperones	A0A0U3GWR9	NC_007181.1	Op69
SACI_RS00620	Saci_0131	Saci_0131	Sacid_00126		101944	103008	-	DUF1641 domain-containing protein	hypothetical protein	Function Unknown	A0A0U2W0H0	NC_007181.1	Op70
SACI_RS00625	Saci_0132	Saci_0132	Sacid_00127		103217	103636	-	hypothetical protein	hypothetical protein	Function Unknown	A0A0U3FHY7	NC_007181.1	Op71
SACI_RS00630	Saci_0133	Saci_0133	Sacid_00128		103892	104302	+	MarR family transcriptional regulator	hypothetical protein	Transcription	A0A0U2NG11	NC_007181.1	Op72
SACI_RS00635	Saci_0134	Saci_0134	Sacid_00129		104311	105249	+	NAD-dependent epimerase/dehydratase family protein	hypothetical protein	Cell wall/membrane/envelope biogenesis	A0A0U2VWM5	NC_007181.1	Op72
SACI_RS00640	Saci_0135	Saci_0135	Sacid_00130		105251	106054	-	aldo/keto reductase	hypothetical protein	General Function Prediction Only	A0A0U3FP48	NC_007181.1	Op73
SACI_RS00645	lpdV	Saci_0136	Sacid_00131		106051	107295	-	NAD(P)/FAD-dependent oxidoreductase	Dihydrolipoyl dehydrogenase	Energy production and conversion	A0A0U3FG68	NC_007181.1	Op73
SACI_RS00650	thiC	Saci_0137	Sacid_00132	bzaF	107432	108718	+	phosphomethylpyrimidine synthase ThiC (thiamin)	5-hydroxybenzimidazole synthase	Coenzyme transport and metabolism	A0A0U2Y1Q4	NC_007181.1	Op74
SACI_RS00655	Saci_0138	Saci_0138	Sacid_00133		108774	109628	+	translation elongation factor	hypothetical protein	Translation, ribosomal structure and biogenesis	A0A0U3H3F0	NC_007181.1	Op75
SACI_RS00660	pibD	Saci_0139	Sacid_00134		109767	110435	+	prepilin peptidase, putative class III signal peptidase PibD	hypothetical protein	Cell motility	UPI0009B5AD12	NC_007181.1	Op76
SACI_RS00665	Saci_0140	Saci_0140	Sacid_00135		110503	111342	+	DUF973 family protein	hypothetical protein	Function Unknown	A0A0U3FNX1	NC_007181.1	Op77
SACI_RS00670	Saci_0141	Saci_0141	Sacid_00136		111332	112000	-	creatininase family protein	hypothetical protein	Coenzyme transport and metabolism	A0A0U3GPI0	NC_007181.1	Op78
SACI_RS00675	SACI_RS00675		Sacid_00137		112370	113017	-	hypothetical protein	putative transporter	Inorganic ion transport and metabolism	A0A0U2W555	NC_007181.1	Op79
SACI_RS00680	SACI_RS00680		Sacid_00138		113025	113624	-	citrate transporter	hypothetical protein	Inorganic ion transport and metabolism	M1IME1	NC_007181.1	Op79
SACI_RS00685	Saci_0144	Saci_0144	Sacid_00139		113681	114820	+	MFS transporter	hypothetical protein	Carbohydrate transport and metabolism	A0A0U3FGK7	NC_007181.1	Op80
SACI_RS00690	Saci_0145	Saci_0145	Sacid_00140		114813	115748	-	acyl-CoA thioesterase	hypothetical protein	Lipid transport and metabolism	UPI0000552171	NC_007181.1	Op81
SACI_RS00695	Saci_0146	Saci_0146	Sacid_00141		115735	116127	-	hypothetical protein	hypothetical protein	Function Unknown	A0A0U3GL29	NC_007181.1	Op81
SACI_RS00700	Saci_0147	Saci_0147	Sacid_00142		116128	117948	-	ATP-binding protein	hypothetical protein	Replication, recombination and repair	A0A0U3HB51	NC_007181.1	Op81
SACI_RS00705	Saci_0148	Saci_0148	Sacid_00143		117938	119026	-	DNA double-strand break repair nuclease NurA	hypothetical protein	Function Unknown	A0A0U3HB39	NC_007181.1	Op81
SACI_RS00710	npr	Saci_0149	Sacid_00144		119093	120415	-	FAD-dependent oxidoreductase	NADH peroxidase	Inorganic ion transport and metabolism	A0A0U2WWR4	NC_007181.1	Op82
SACI_RS11970	Saci_0150	Saci_0150	Sacid_00145		120774	121208	+	hypothetical protein	hypothetical protein	Function Unknown	A0A0U3FWS9	NC_007181.1	Op83
