locus_tag	refseq	start	end	strand	gene_name	old_locus_tag	prokka_locus_tag	synonyms	gene_product	gene_product_prokka	ncbi_protein
SACI_RS00430	NC_007181.1	69496.0	70488.0	+	ispB	Saci_0092	Sacid_00088		polyprenyl synthetase family protein	Octaprenyl diphosphate synthase	WP_011277020.1
SACI_RS00435	NC_007181.1	70488.0	71474.0	+	tagO	Saci_0093	Sacid_00089		UDP-N-acetylglucosamine--dolichyl-phosphate N-acetylglucosaminephosphotransferase	putative undecaprenyl-phosphate N-acetylglucosaminyl 1-phosphate transferase	WP_011277021.1
SACI_RS00440	NC_007181.1	71474.0	72148.0	+	ppaX	Saci_0094	Sacid_00090		HAD family phosphatase	Pyrophosphatase PpaX	WP_015385352.1
SACI_RS00455	NC_007181.1	72941.0	74701.0	+	Saci_0097	Saci_0097	Sacid_00092		cbb3-type cytochrome c oxidase subunit I	hypothetical protein	WP_015385353.1
SACI_RS00460	NC_007181.1	74714.0	75799.0	+	Saci_0098	Saci_0098	Sacid_00093		hypothetical protein	hypothetical protein	WP_011277024.1
SACI_RS00465	NC_007181.1	75808.0	75993.0	+	Saci_0099	Saci_0099	Sacid_00094		hypothetical protein	hypothetical protein	WP_011277025.1
SACI_RS00470	NC_007181.1	76005.0	76736.0	-	ycfH_1	Saci_0100	Sacid_00095		TatD family hydrolase	putative metal-dependent hydrolase YcfH	WP_011277026.1
SACI_RS00475	NC_007181.1	76782.0	76943.0	-	Saci_0101	Saci_0101	Sacid_00096		AbrB/MazE/SpoVT family DNA-binding domain-containing protein	hypothetical protein	WP_011277027.1
SACI_RS11785	NC_007181.1	76954.0	77094.0	-	SACI_RS11785				DUF1836 domain-containing protein		WP_147127845.1
SACI_RS00480	NC_007181.1	77181.0	77561.0	+	Saci_0102	Saci_0102	Sacid_00097		ArsR family transcriptional regulator	hypothetical protein	WP_011277028.1
SACI_RS00485	NC_007181.1	77583.0	78254.0	-	Saci_0103	Saci_0103	Sacid_00098		diphthine--ammonia ligase	hypothetical protein	WP_011277029.1
SACI_RS00490	NC_007181.1	78251.0	78718.0	-	Saci_0104	Saci_0104	Sacid_00099		hypothetical protein	hypothetical protein	WP_011277030.1
SACI_RS00495	NC_007181.1	78712.0	79299.0	-	mobA_1	Saci_0105	Sacid_00100		molybdenum cofactor guanylyltransferase	putative molybdenum cofactor guanylyltransferase	WP_011277031.1
SACI_RS00500	NC_007181.1	79274.0	80443.0	-	Saci_0106	Saci_0106	Sacid_00101		molybdopterin molybdotransferase MoeA	hypothetical protein	WP_011277032.1
SACI_RS00505	NC_007181.1	80463.0	80978.0	+	mobB	Saci_0107	Sacid_00102		molybdopterin-guanine dinucleotide biosynthesis protein B	hypothetical protein	WP_015385354.1
SACI_RS00510	NC_007181.1	81151.0	81846.0	+	COQ5_1	Saci_0108	Sacid_00103		class I SAM-dependent methyltransferase	"2-methoxy-6-polyprenyl-1,4-benzoquinol methylase, mitochondrial"	WP_011277034.1
SACI_RS00515	NC_007181.1	81827.0	82237.0	-	Saci_0109	Saci_0109	Sacid_00104		hypothetical protein	hypothetical protein	WP_011277035.1
SACI_RS00520	NC_007181.1	82213.0	82614.0	-	Saci_0110	Saci_0110	Sacid_00105		hypothetical protein	hypothetical protein	WP_011277036.1
SACI_RS00525	NC_007181.1	82751.0	83005.0	+	Saci_0111	Saci_0111	Sacid_00106		hypothetical protein	hypothetical protein	WP_011277037.1
SACI_RS00530	NC_007181.1	83009.0	83653.0	+	mntR	Saci_0112	Sacid_00107		metal-dependent transcriptional regulator	HTH-type transcriptional regulator MntR	WP_011277038.1
SACI_RS00535	NC_007181.1	83637.0	84857.0	+	Saci_0113	Saci_0113	Sacid_00108		DUF4147 domain-containing protein	D-glycerate 2-kinase	WP_015385356.1
SACI_RS00545	NC_007181.1	85270.0	86070.0	+	Saci_0114	Saci_0114	Sacid_00110		ABC transporter permease	hypothetical protein	WP_015385358.1
SACI_RS00550	NC_007181.1	86173.0	86481.0	+	Saci_0116	Saci_0116	Sacid_00111		hypothetical protein	hypothetical protein	WP_011277041.1
SACI_RS00555	NC_007181.1	86487.0	87179.0	-	tpiA	Saci_0117	Sacid_00112		triose-phosphate isomerase	Triosephosphate isomerase	WP_011277042.1
SACI_RS00560	NC_007181.1	87193.0	87738.0	+	Saci_0118	Saci_0118	Sacid_00113		hypothetical protein	hypothetical protein	WP_015385359.1
SACI_RS00565	NC_007181.1	87713.0	89284.0	-	Saci_0119	Saci_0119	Sacid_00114		cation:proton antiporter	hypothetical protein	WP_011277044.1
SACI_RS00570	NC_007181.1	89673.0	90632.0	+	Saci_0120	Saci_0120	Sacid_00115		esterase	hypothetical protein	WP_015385360.1
SACI_RS00575	NC_007181.1	90953.0	91405.0	-	Saci_0121	Saci_0121	Sacid_00117		8-oxo-dGTP diphosphatase	hypothetical protein	WP_015385361.1
SACI_RS00580	NC_007181.1	91411.0	92727.0	-	fumC	Saci_0122	Sacid_00118		class II fumarate hydratase	Fumarate hydratase class II	WP_011277047.1
SACI_RS00585	NC_007181.1	92849.0	93445.0	+	Saci_0123	Saci_0123	Sacid_00119		MBL fold metallo-hydrolase	putative protein	WP_011277048.1
SACI_RS00590	NC_007181.1	93482.0	94768.0	+	Saci_0124	Saci_0124	Sacid_00120		glycosyltransferase	hypothetical protein	WP_011277049.1
SACI_RS00595	NC_007181.1	94881.0	97319.0	+	Saci_0125	Saci_0125	Sacid_00121		MMPL family transporter	hypothetical protein	WP_015385362.1
SACI_RS00600	NC_007181.1	97397.0	99625.0	+	tmcA_1	Saci_0127	Sacid_00122		tRNA(Met) cytidine acetyltransferase	tRNA(Met) cytidine acetyltransferase TmcA	WP_015385363.1
SACI_RS00605	NC_007181.1	99663.0	100643.0	+	Saci_0128	Saci_0128	Sacid_00123		stage II sporulation protein M	hypothetical protein	WP_011277052.1
SACI_RS00610	NC_007181.1	100629.0	101354.0	-	exoA	Saci_0129	Sacid_00124	xth	exodeoxyribonuclease III	Exodeoxyribonuclease	WP_011277053.1
SACI_RS00615	NC_007181.1	101617.0	101877.0	+	Saci_0130	Saci_0130	Sacid_00125		sulfurtransferase TusA family protein	hypothetical protein	WP_011277054.1
SACI_RS00620	NC_007181.1	101944.0	103008.0	-	Saci_0131	Saci_0131	Sacid_00126		DUF1641 domain-containing protein	hypothetical protein	WP_015385364.1
SACI_RS00625	NC_007181.1	103217.0	103636.0	-	Saci_0132	Saci_0132	Sacid_00127		hypothetical protein	hypothetical protein	WP_015385365.1
SACI_RS00630	NC_007181.1	103892.0	104302.0	+	Saci_0133	Saci_0133	Sacid_00128		MarR family transcriptional regulator	hypothetical protein	WP_011277057.1
SACI_RS00635	NC_007181.1	104311.0	105249.0	+	Saci_0134	Saci_0134	Sacid_00129		NAD-dependent epimerase/dehydratase family protein	hypothetical protein	WP_011277058.1
SACI_RS00640	NC_007181.1	105251.0	106054.0	-	Saci_0135	Saci_0135	Sacid_00130		aldo/keto reductase	hypothetical protein	WP_011277059.1
SACI_RS00645	NC_007181.1	106051.0	107295.0	-	lpdV	Saci_0136	Sacid_00131		NAD(P)/FAD-dependent oxidoreductase	Dihydrolipoyl dehydrogenase	WP_011277060.1
SACI_RS00650	NC_007181.1	107432.0	108718.0	+	thiC	Saci_0137	Sacid_00132	bzaF	phosphomethylpyrimidine synthase ThiC	5-hydroxybenzimidazole synthase	WP_011277061.1
SACI_RS00655	NC_007181.1	108774.0	109628.0	+	Saci_0138	Saci_0138	Sacid_00133		translation elongation factor	hypothetical protein	WP_011277062.1
SACI_RS00660	NC_007181.1	109767.0	110435.0	+	SACI_RS00660		Sacid_00134		prepilin peptidase	hypothetical protein	WP_080504002.1
SACI_RS00665	NC_007181.1	110503.0	111342.0	+	Saci_0140	Saci_0140	Sacid_00135		DUF973 family protein	hypothetical protein	WP_011277064.1
SACI_RS00670	NC_007181.1	111332.0	112000.0	-	Saci_0141	Saci_0141	Sacid_00136		creatininase family protein	hypothetical protein	WP_011277065.1
SACI_RS00675	NC_007181.1	112370.0	113017.0	-	SACI_RS00675		Sacid_00137		hypothetical protein	putative transporter	WP_015385367.1
SACI_RS00680	NC_007181.1	113025.0	113624.0	-	SACI_RS00680		Sacid_00138		citrate transporter	hypothetical protein	WP_015385368.1
SACI_RS00685	NC_007181.1	113681.0	114820.0	+	Saci_0144	Saci_0144	Sacid_00139		MFS transporter	hypothetical protein	WP_015385369.1
SACI_RS00690	NC_007181.1	114813.0	115748.0	-	Saci_0145	Saci_0145	Sacid_00140		acyl-CoA thioesterase	hypothetical protein	WP_011277067.1
SACI_RS00695	NC_007181.1	115735.0	116127.0	-	Saci_0146	Saci_0146	Sacid_00141		hypothetical protein	hypothetical protein	WP_011277068.1
SACI_RS00700	NC_007181.1	116128.0	117948.0	-	Saci_0147	Saci_0147	Sacid_00142		ATP-binding protein	hypothetical protein	WP_015385371.1
SACI_RS00705	NC_007181.1	117938.0	119026.0	-	Saci_0148	Saci_0148	Sacid_00143		DNA double-strand break repair nuclease NurA	hypothetical protein	WP_011277070.1
SACI_RS00710	NC_007181.1	119093.0	120415.0	-	npr	Saci_0149	Sacid_00144		FAD-dependent oxidoreductase	NADH peroxidase	WP_011277071.1
SACI_RS11970	NC_007181.1	120774.0	121208.0	+	Saci_0150	Saci_0150	Sacid_00145		hypothetical protein	hypothetical protein	WP_011277072.1
SACI_RS00720	NC_007181.1	121201.0	122121.0	+	Saci_0151	Saci_0151	Sacid_00146		bifunctional phosphoglucose/phosphomannose isomerase	hypothetical protein	WP_011277073.1
SACI_RS00725	NC_007181.1	122124.0	123533.0	+	cysS	Saci_0152	Sacid_00147		cysteine--tRNA ligase	Cysteine--tRNA ligase	WP_011277074.1
SACI_RS00730	NC_007181.1	123514.0	123954.0	-	rppH	Saci_0153	Sacid_00148		NUDIX hydrolase	RNA pyrophosphohydrolase	WP_011277075.1
SACI_RS00735	NC_007181.1	124051.0	125265.0	+	Saci_0154	Saci_0154	Sacid_00149		hypothetical protein	hypothetical protein	WP_015385373.1
SACI_RS00740	NC_007181.1	125386.0	126657.0	+	gdhA	Saci_0155	Sacid_00150		Glu/Leu/Phe/Val dehydrogenase	Glutamate dehydrogenase	WP_011277077.1
SACI_RS00745	NC_007181.1	126658.0	126939.0	-	Saci_0156	Saci_0156	Sacid_00151		DUF131 domain-containing protein	hypothetical protein	WP_011277078.1
SACI_RS00750	NC_007181.1	126944.0	128431.0	-	recF	Saci_0157	Sacid_00152		AAA family ATPase	DNA replication and repair protein RecF	WP_011277079.1
SACI_RS00755	NC_007181.1	128542.0	129330.0	-	fabG_1	Saci_0158	Sacid_00153		SDR family oxidoreductase	3-oxoacyl-[acyl-carrier-protein] reductase FabG	WP_011277080.1
SACI_RS00760	NC_007181.1	129299.0	129940.0	-	udg	Saci_0159	Sacid_00154		uracil-DNA glycosylase	Type-4 uracil-DNA glycosylase	WP_011277081.1
SACI_RS00765	NC_007181.1	130142.0	130450.0	+	Saci_0160	Saci_0160	Sacid_00155		hypothetical protein	hypothetical protein	WP_011277082.1
SACI_RS00770	NC_007181.1	130496.0	130894.0	-	Saci_0161	Saci_0161	Sacid_00156		metal-dependent transcriptional regulator	hypothetical protein	WP_011277083.1
SACI_RS00775	NC_007181.1	130936.0	131793.0	+	dapA	Saci_0162	Sacid_00157		dihydrodipicolinate synthase family protein	4-hydroxy-tetrahydrodipicolinate synthase	WP_011277084.1
SACI_RS00780	NC_007181.1	131846.0	132274.0	-	Saci_0164	Saci_0164	Sacid_00158		winged helix-turn-helix transcriptional regulator	hypothetical protein	WP_011277085.1
SACI_RS00785	NC_007181.1	132333.0	135161.0	-	Saci_0165	Saci_0165	Sacid_00159		hypothetical protein	hypothetical protein	WP_015385374.1
SACI_RS00790	NC_007181.1	135347.0	136912.0	+	rocA1	Saci_0166	Sacid_00160		aldehyde dehydrogenase family protein	1-pyrroline-5-carboxylate dehydrogenase 1	WP_011277087.1
SACI_RS00795	NC_007181.1	136962.0	137603.0	-	Saci_0167	Saci_0167	Sacid_00161		hypothetical protein	hypothetical protein	WP_011277088.1
SACI_RS00800	NC_007181.1	137735.0	138160.0	-	yccU	Saci_0168	Sacid_00162		CoA-binding protein	putative protein YccU	WP_011277089.1
SACI_RS00805	NC_007181.1	138313.0	138495.0	+	Saci_0169	Saci_0169	Sacid_00163		hypothetical protein	hypothetical protein	WP_011277090.1
SACI_RS00815	NC_007181.1	138856.0	139191.0	-	Saci_0171	Saci_0171	Sacid_00164		transcription factor S	hypothetical protein	WP_015385375.1
SACI_RS00820	NC_007181.1	139218.0	139466.0	-	Saci_0172	Saci_0172	Sacid_00165		hypothetical protein	hypothetical protein	WP_011277092.1
SACI_RS00825	NC_007181.1	139463.0	139735.0	-	Saci_0173	Saci_0173	Sacid_00166		DNA-directed RNA polymerase subunit L	hypothetical protein	WP_011277093.1
SACI_RS00830	NC_007181.1	139725.0	140291.0	-	Saci_0174	Saci_0174	Sacid_00167		exosome complex RNA-binding protein Csl4	hypothetical protein	WP_015385376.1
SACI_RS00835	NC_007181.1	140298.0	141302.0	-	dph2	Saci_0175	Sacid_00168		diphthamide biosynthesis enzyme Dph2	hypothetical protein	WP_011277095.1
SACI_RS00840	NC_007181.1	141299.0	141829.0	-	Saci_0176	Saci_0176	Sacid_00169		50S ribosomal protein L16	hypothetical protein	WP_011277096.1
SACI_RS00845	NC_007181.1	141860.0	142120.0	-	SACI_RS00845		Sacid_00170		hypothetical protein	hypothetical protein	WP_015385377.1
SACI_RS00850	NC_007181.1	142098.0	143135.0	-	Saci_0177	Saci_0177	Sacid_00171		hypothetical protein	hypothetical protein	WP_011277097.1
